teacher_id,resume_year,highest_edu_degree,highest_edu_department,highest_edu_school,highest_edu_graduation_year,experience,teaching_interests,research_interests,discipline,ADM,ED,SER,PA1-1&IP1-1,PA1-2,PA1-3,PA1-4,PA1-5,PA1-6,PA1-7&IP1-3,PA1-8&SP1-3,SP1-1,SP1-2,IP1a,IP1-2,IP1-4,IP1-5
118330,2021,PhD,,,2008,"1. Director, DBA Program, College of Commerce, National Chengchi University, 2019/8-Present. 
2. Director, Graduate Institute of Technology, Innovation and Intellectual Property Management, National Chengchi University, 2016/2-2019/7. 
3.Professor, National Chengchi University, 2021/2-present. 
4. Associate Professor, National Chengchi University, 2014/2-2021/1. 
5.Associate Professor, National Cheng Kung University, 2012/8-2014/1. 
6. Assistant Professor, National Cheng Kung University, 2008/8-2012/7.
7.Postdoctoral Research Fellow, National Taiwan Ocean University, 2008/4-2008/7
8. Visiting Research Staff, The Chinese University of Hong Kong, 2006/11
9. System Analyst, Texas Instrument, 2003/11-2005/3",Entrepreneurship and New Venture Development                    Strategic Project and Operations Management,Operations Management                                                                               Entrepreneurial Management                                                                             Decision Analysis,,0,1,1,0,1.0,0,1,1,0,0,1,1,0,0,0,0,0
118370,2021,PhD,,,2011,Corporate Social Responsibility Manager/Assistant Profeesor/Researcher,"1.Business Ethics(企業倫理) 
2.Corporate Social Responsibility(企業社會責任) 
3.Sustainable Development(永續經營)","1.Business Ethics(企業倫理) 
2.Corporate Social Responsibility(企業社會責任) 
3.Sustainable Development(永續經營)",,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0
118544,2021,PhD,,,1989,"1. Professor, Department of Finance, National Chengchi University, 1996-2014
2. Executive Secretary, Chinese Finance Association, 1996      
3. Chairman, Department of Finance, National Chengchi University, 1994-1996
4. Professor, Department of Finance, National Chengchi University, 1993
5. Associate Professor, Department of Finance, National Chengchi University, 1992-1993  
6. Associate Researcher and Manager, and Deputy Accounting Director, Industrial Technology Research Institute, 1975-1992","Investment, International Finance, Entrepreneurial Finance","Finance Theory, International Finance, Corporate Finance",,0,0,0,0,1.0,0,0,1,1,0,0,1,0,0,0,0,0
118586,2021,PhD,,,2012,"1.中央研究院經濟研究所博士後研究
2.台灣綜合研究院高級助理研究員",財務經濟、計量經濟,財務經濟、計量經濟,,0,0,0,0,1.0,0,0,0,1,1,1,0,0,0,0,0,0
118655,2021,PhD,,,1999,"1. Professor, National Chengchi University, Department of Finance, 2014- now  
2. Chairman, National Chengchi University, Department of Finance, 2019-now
2. Chairman, National Sun Yat-sen University, Department of Finance, 2013-2014
3. Visiting Scholar, Academia Sinaca, Institute of Economics, 2012-2012
4. Associate Professor, National Sun Yat-sen University , Department of Finance, 2003-2008
5. Assistant Professor, National Sun Yat-sen University, Department of Finance, 1999-2003","Real Estate  Finance, Investments  and Economics, Housing Policy","Real Estate  Finance, Investments  and Economics, Housing Policy",,0,0,1,0,1.0,0,1,1,0,0,1,1,0,0,0,0,0
118656,2021,PhD,,,2003,"1. Associate Professor, Department of Finance, National Chengchi University, 08/2014- present  
2. Director, International Collaboration Center, College of Management, National Cheng Kung University    08/2013-07/2014
3. Associate Professor,  Department of Accountancy & Graduate Institute of Finance and Banking, National    Cheng Kung University 08/2008-07/2014
4. Visiting Scholar, Department of Accounting, Louisiana State University 02/2011-07/2011
5. Assistant Professor, Department of Accountancy & Graduate Institute of Finance and Banking, National Cheng Kung University 08/2003-07/2008
6. Instructor, Department of Finance, University of Houston 01/2000-07/2003","Financial Management, Corporate Financial Strategy, Mergers and Acquisitions","Corporate Finance (Corporate Investment, financing strategies, M&As, Corporate Governance, ESO Compensation)",,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
118657,2021,PhD,,,2009,"Assistant Professor, Department of Accounting, National Chengchi University, 2014~present","Fundamental Accounting,",Financial Accounting,,0,0,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
118658,2021,PhD,,,2011,"1. Associate Professor, Department of Finance, National Chengchi University, 2018- now 
2. Assistant Professor, Department of Finance, National Chengchi University, 2014- 2018  
3. Assistant Professor, Department of Finance, National Central University 2011-2014","Portfolio Management, Investments","Corporate Finance, Portfolio Management",,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
118732,2021,PhD,,,2014,"Assistant Professor, Department of Statistics, National Chengchi University, Taiwan, August 2014-Now",Statistics,"Machine Learning, Biostatistics, Longitudinal Data Analysis",,1,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
118733,2021,PhD,,,2014,"Assistant Professor, Department of Management Information Systems, National Chengchi University","Systems Analysis and Design, Data Analytics, Computer Software Application, Decision Support Systems","Information Systems, Information Technologies, Decision Sciences, Portfolio Management",,1,0,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
118774,2021,PhD,,,1984,"元大創業投資股份有限公司  董事長
元大國際資產管理股份有限公司 董事長
元大京華證券股份有限公司 副董事長
香港京華山證券 執行董事
京華證券股份有限公司 董事長
台北哈佛商學院校友會 創會會長
中華民國哈佛校友會 理事長","商業談判
中華經典智慧
中華經典說話之道","商業談判
中華經典智慧
中華經典說話之道",,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
118775,2021,PhD,,,2014,國立政治大學國貿系助理教授,總體經濟學、時間序列,總體經濟學、時間序列,,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
119430,2021,PhD,,,2010,"Associate Professor                                                                Assistant Professor, Graduate Institute of Intellectual Property, National Taipei University of Technology, Taipei City, Taiwan (August 2011 – January 2015)

Patent Specialist, Asian Pacific International Patent & Trademark Office, Taipei City, Taiwan (October 2010 – July 2011)
Patent Engineer, VIA Technologies, Inc., Taipei County, Taiwan (February 2006 – May 2007)
Patent Engineer, Mosel-Vitelic, Inc., Hsinchu, Taiwan (April 2003 – August 2004)
Process Integration Engineer, UMC (United Microelectronics Corporation), Hsinchu, Taiwan (August 2002 – April 2003)
Process Engineer, Department of Chemical Mechanical Polishing, Winbond Electronics Corporation, Hsinchu, Taiwan (April 2001 – August 2002)
Taiwan Army (Mandatory Service), Taiwan (August 1999 – March 2001)
Legislative Assistant, Legislative Yuan (Congress of Taiwan), Taipei City, Taiwan (October 1997 – July 1999)",Patent Law and Practice                                                                                        Seminar on U.S. Patent Litigation,Patent Law                                                                                             International IP Law,,1,0,1,0,1.0,0,0,1,1,0,0,1,0,0,0,0,0
119431,2021,Master,,,1983,"Professor, Department of Accounting, National Chengchi University, 2014-present",Financial Accounting,Financial Accounting,,0,0,0,0,1.0,1,0,0,1,0,1,1,1,1,1,1,1
119794,2021,PhD,,,2013,"1. Associate Professor, Department of Risk Management and Insurance, National Chengchi University, February 2018-present.     
2. Assistant Professor, Department of Risk Management and Insurance, National Chengchi University, Spring 2016-February 2018.  
3. Assistant Professor, National Chiao Tung University, School of Law, Taiwan, Spring 2014-Spring 2016.","Insurance Law, Chinese Business Law, Empirical Legal Studies, Risk Management","Insurance Law, Chinese Business Law, Empirical Legal Studies, Risk Management",,0,0,1,0,1.0,1,0,1,0,0,1,1,0,0,0,0,0
119795,2021,Master,,,2006,"Professor, Department of Accounting, National Chengchi University, 2015-present","Business Strategy and Process Improvement,Information Management","Business Strategy and Process Improvement,Information Management",,0,0,0,0,1.0,1,0,0,1,0,1,1,1,1,1,1,1
119796,2021,Master,,,1994,"Associate Professor, Department of Accounting, National Chengchi University, 2015-present","Computer Audit, Risk Management","Computer Audit, Risk Management",,0,0,0,0,1.0,1,0,0,0,0,1,1,1,1,1,1,1
119833,2021,PhD,,,2015,"Assistant Professor, Department of Accounting, National Chengchi University, 2016~present","Fundamental Accounting,","Financial Accounting, Auditing",,0,0,0,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
119844,2021,PhD,,,1986,"2008- now National Chair Professor and Director, Electronic Commerce Research Center, National Sun Yat-Sen University
2012 – 2015 Director of Service Innovation Top Research Center, Professor , Institute of Information Management, National Chengchi University
2009 – 2011 Visiting Professor, City University of Hong Kong.
2006 – 2009 Dean, College of Management, National Sun Yat-sen University
2002 – 2006 Visiting Professor, Department of Decision Sciences and Managerial Economics, Chinese University of Hong Kong.
1999 – 2002 Dean, Office of Academic Affairs and Director of Electronic Commerce Research Center,National Sun Yat-sen University
1997 – 1999 Director, Software Incubator, National Sun Yat-sen University
1997 - 1999 Director, Institute of Communications Management, National Sun Yat-sen University.
1994 – 1997 Dean, College of Management, National Sun Yat-sen University
1993 – 1994 Professor and Director, Institute of Information Management, National Sun Yat-sen University
1991 – 1993 Visiting Professor and Director, Institute of Information Management, National Sun Yat-sen University
1990 – 1993 Associate Professor in Information Systems, Purdue University
1986 – 1990 Assistant Professor, Accountancy Department, University of Illinois at Urbana-Champaign. 

2017 - now      President-Elect, Association for Information Systems, Atlanta, GA, USA.
2017 - 2018     Nomination Committee, Association for Information Systems.
2015 - now      Innovation Committee, International Conference on Information Systems, Association for Information Systems
2008 - now    Publication Committee, Association for Information Systems.
2010 - 2012  Fellow Selection Committee, Association for Information Systems.
2010 - 1012   Executive Committee, International Conference on Information Systems.
2005 - 2007   Council member, Association for Information Systems.
2005 - 2006   Chair, Executive Committee, Pacific Asia Conference on Information Systems
2002 - now    External examiner, City University of Hong Kong, University of Hong Kong
2000 - 2005 Member, Executive Committee, Pacific Asia Conference on Information Systems
1996 - now  Ad hoc reviewer, University Grants Committee, Hong Kong
1995 - 2000 Advisory board member, PRIISM, University of Hawaii, USA.
2015 – now     President, Service Science Society of Taiwan.
2012 – now     Executive Committee member, Center for Humanities and Social Sciences, Ministry of Science and Technology. 
2005 – 2006    Member, Industrial Advisory Board, Ministry of Economic Affairs 
2004 - 2010    Panel member, Small Business Innovation and Research (SBIR) Board, Digital Content Award, and other programs, Ministry of Economic Affairs. 
2003               Academic advisor, Management Area, Humanities and Social Sciences Division,  National Science Council, Taiwan. 
2001- 2002      Advisory Board, National Information and Communication Initiatives, the Executive Yuan, Taiwan, ROC. 
1999 - 2004     Executive Committee member, Social Science Research Institute, National Science Council, Taiwan.
1999 - 2002     Advisory board member, Information Technology Applications and Promotion Project, Department of Technology, Ministry of Economic Affairs, The Executive Yuan
1998 - 2000    Academic advisor, Management Area, Humanities and Social Sciences Division,  National Science Council, Taiwan. 
1997-1999     Member, Academic Review Committee, Ministry of Education, Taiwan,","Electronic commerce, network community, knowledge management, information management, service science and innovation, decision support system","Electronic commerce, network community, knowledge management, information management, service science and innovation, decision support system",,0,0,1,0,1.0,0,1,1,1,0,1,1,0,0,0,0,0
119897,2021,Bachelor,,,1981,"1.健鼎科技副處長
2.亞瑟科技董事長特助",網路貿易模擬,網路貿易模擬,,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
119901,2021,PhD,,,2020,"Lecturer, National Chengchi University, Department of Management Information Systems, 2015/08-now
Lecturer, National Taipei University of Technology, Department of Information and Finance Management, 2018/08-now","Decision Science, Enterprise Resource Planning, Software Application, App Development","Decision Science, Consumer Behavior, Recommendation System, Blockchain",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
119902,2021,Master,,,2013,"Lecturer, National Chengchi University, Department of Management Information Systems, 2015.08-now","MIS, Research methods,","IT-enabled Service, Service Innovation, Digital Humanities, Artificial Neural Networks, Business Process Analysis",,0,0,0,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
119921,2021,PhD,,,2007,"1. Associate Professor, Department of Accounting, National Chengchi University, 2016-present                                                           2. Assistant Professor, Department of Accounting, Singapore National University, 2007-2016",Financial Accounting,Financial Accounting,,0,0,1,1,1.0,1,0,1,1,0,1,1,1,1,0,1,0
121161,2021,PhD,,,1987,"1. Professor, Department of Accounting, National Chengchi University, 1993-2016                                                       2. Associate Professor, Department of Accounting, National Chengchi University, 1989-1993
3. Visiting Professor, Department of Accounting, University of Massachusetts, 1991-1992                                                 
4. Assistant Professor, Department of Accounting, Temple University, 1985-1989","Advanced Accounting, IFRS / Studies on Accounting Principles: IFRS, Financial Statement Analysis, Laboratory of Financial Statements Analysis","Advanced Accounting, IFRS / Studies on Accounting Principles: IFRS, Financial Statement Analysis, Laboratory of Financial Statements Analysis",,0,0,1,0,1.0,1,0,1,0,1,1,1,0,0,0,0,0
121254,2021,ABD,,,2012,政治大學 兼任講師,"1. 管理學(Management)
2. 國際企業(International Business) 
3. 策略管理(Strategic management)","1. 國際企業(International Business) 
2. 策略管理(Strategic management)",,0,0,0,0,1.0,1,0,1,1,0,1,1,1,1,1,1,0
121258,2021,PhD,,,1998,"CEO, Tait Marketing & Distribution Co., Ltd.
CEO, Asia Pacific, UDV
CEO, Far East, Pepe Group
Senior Consultant, McKinsey & Company
Brand Manager, P&G","Leadership Development
Organization Development & Transformation
Strategic Talent Management
Performance Management","Leadership Development
Organization Development & Transformation
Strategic Talent Management
Performance Management",,0,0,0,1,1.0,1,0,0,1,1,1,1,1,1,0,1,0
121259,2021,PhD,,,2014,"•東吳大學企業管理學系副教授（2019.4~
• Editorial board, International Journal of Stress Management (APA  期刊, 2020.1~)
• 東吳大學實踐家創創基地執行長（2018.8~）
• 東吳企管文教基金會董事（2020.2~）
• 林語堂故居指導委員會委員（2017.2~） 2017.9  •東吳大學企業管理學系助理教授（2016.2.1.~2019.3)
• 東吳大學商學院創新育成中心執行長（2017.8～2019.2）
• 行政院科技部人文社會科學研究中心博士後研究員（2015.9~2016.1）
• 台灣大學工商管理系博士後研究員（2014.8-2015.7）","Organizational behavior, organizational creativity, leadership and communication","Organizational behavior, organizational creativity",,0,0,0,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
121350,2021,PhD,,,1994,"1. Director, National Chengchi University, ROC, Center for Creativity and Innovation Studies, 2008/8-2012/1
2. Director, National Chengchi University, ROC, Graduate Institute of Technology and Innovation Management, 2005/8-2008/7
3. CEO, National Chengchi University, ROC, Executive Master of Business Administration, 2003/8-2005/7
4. Professor, National Chengchi University, ROC, Graduate Institute of Technology and Innovation Management, 2002-2021
5. Associate Professor National Chengchi University, ROC, Graduate Institute of Technology and Innovation Management, 1995-2000
6. Visiting Research Afflilate, Oxford Institute of Retail Management, Oxford UK, 1991/01-1991/07","Entrepreneurial Management Researc
New Business Development
Technology and Humane Society","Entrepreneurial Management Researc
New Business Development
Technology and Humane Society",,0,0,0,0,1.0,1,0,0,1,1,0,1,1,1,1,1,0
121709,2021,Bachelor,,,1981,"1.旺佳國際貿易公司總經理
2.芳德鑄鋁股份有限公司副總經理",網路貿易模擬,網路貿易模擬,,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
121779,2021,PhD,,,2014,"1.交通大學助理教授
2.政大國貿系助理教授",國際貿易經營管理、國際經貿法、國際貿易問題現況分析,國際經貿法、歐盟經濟法、國際商務仲裁,,0,0,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0
121784,2021,PhD,,,2013,"2017-Now Assistant Professor, Department of Management Information Systems, National Chengchi University
2014-2017 Assistant Professor, Department of Information Management, National Sun Yat-Sen University
2013 Lecturer, School of Information Sciences, University of Pittsburgh, USA.
2010, Researcher, School of Computer Sciences, Free University of Amsterdam, the Netherlands.
2007-2013 Research Assistant, School of Information Sciences, University of Pittsburgh, USA.
2005-2006 Research Assistant, Artificial Intelligent Lab, University of Arizona, USA.
2004 Consultant, Microsoft Taiwan, Taiwan","Programming Language, Text mining, Data Analytics, Data Visualization, Human Computer Interaction.","Data Analytics, Information Retrieval, Text Mining, Human Computer Interaction, Social Science, Personalization/User Modeling, and Recommendation System",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
121785,2021,PhD,,,1998,"Professor, Department of Accounting, National Chengchi University, 2017~present",Management accounting,Management accounting、Hospital Management,,0,0,1,0,1.0,0,0,1,1,1,1,1,0,0,0,0,0
121802,2021,PhD,,,2013,"Assistant Professor of Law, Graduate Institute of Technology & Innovation Management (TIIPM), College of Commerce, National Chengchi University (Taiwan)
Assistant Professor of Law, Graduate Institute of Medicine and Biotechnology Law, Taipei Medical University (Taiwan) 
Research Fellow, Graduate School of Law, Kyushu University (Japan) 
Legal Research Fellow, Science & Technology Law Institute, Instistue of Information Industry (III) (Taiwan)
Certified Information Privacy Professional (CIPP),  International Association of Privacy Professionals (IAPP) (USA)",Innovation and Intellectual Property Right                             Intellectual Property Law in the Cross-border Contect         Copyright Law and Economics                                             Information Technology and Law                                         Personal Information and Privacy Law,Intellectual Property Right                                                      Conflict of Laws                                                                   Law and Economics                                                             Information Technology and Law                                         Personal Information and Privacy Law,,0,0,1,0,1.0,1,1,1,1,1,1,1,0,0,0,0,1
121807,2021,PhD,,,2007,"Professor (2019.02- Now), National Chengchi University (TW)
Associate Professor (2016~2019.01), National Chengchi University (TW)
Associate Professor (2012~2016), National Chung Cheng University (TW)
Assistant Professor (2007~2012), National Chung Cheng University (TW)
Visiting Professor (2009~2010), DePaul University (USA)
Lecturer (2006), University of Waikato (NZ)
EMBA Tutor (2002), University of Waikato (NZ)","IT strategy, Digital Innovation, E-Commerce, Service Science","IT strategy, Digital Innovation, E-Commerce, Service Science",,0,0,1,0,1.0,0,1,1,0,0,1,1,0,0,0,0,0
121871,2021,PhD,,,1990,"Associative Processor National ChengChi University，1999～now                                                                         
EMBA Director，College of Commerce，National Central University，2012.08~2014.07
Chairman，Chinese Information Application Development Society，2002~2003                                                
Chairman，Department of Management Information System，National Central University，1993～1995                                 
Associate Processor，National Central University，1990～1999",Business Process Reengineering，Management Information Systems，Management Accounting，Business Intelligence and Competitive Intelligence,Business Process Reengineering，Management Information Systems，Management Accounting，Business Intelligence and Competitive Intelligence,,0,0,1,0,1.0,1,1,1,1,0,1,1,1,1,1,1,0
121872,2021,PhD,,,2006,"Professor, Department of Accounting, National Chengchi University, 2016-2017",Strategic Case Study,"Cost Management, Intangible assets, Management Control Systems",,0,0,1,0,1.0,0,0,1,1,0,1,1,0,0,0,0,0
121933,2021,Master,,,2007,"1. Director, Taiwan Stock Exchange Corporation, 1988-2004
2. Deputy General Manager, Fubon Security
3. Deputy General Manager, Taipei Exchange
4. Chairman, PwC Taiwan CSR Consulting",Seminar in Practices of Securities Underwriting,Securities Underwriting,,0,0,0,0,1.0,1,1,0,0,1,0,1,1,1,1,1,0
122580,2021,PhD,,,1987,"1. Professor, Department of Accounting, National Chengchi University, 1994-present                                                             2. Associate Professor, Department of Accounting, National Chengchi University, 1992-1994                                                      3. Assistant Professor, Department of Accounting, California State University, Sacramento, 
1989-1992                                                   
4. Assistant Professor, Department of Accounting, University of Southern Colorado, 1986-1988","Valuation of Intellectual Property, Business Valuation and Valuation Standards, Managerial Accounting
21st Century New Accounting: Forensic Accounting, Financial Statement Analysis, Intellectual Capital and Valuation of Intellectual Property, Reporting and Valuation of Intangible Assets, 21st Century New Accounting: Forensic Accounting, Seminar in Accounting, 21st Century New Accounting: Reporting and Valuation of Intangible Assets, Intellectual Capital and Valuation of Intellectual Property, Valuation Industry and Management, Management Accounting","Business Valuation, Intangible Assets Valuation, Financial Statement Analysis, Financial Accounting,
Managerial Accounting, Management Accounting",,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
122683,2021,PhD,,,1991,"1. Professor, National Chengchi University, 1985 - now                                                                                                                                                                                                                                                                                    2. President, Hsing Kuo University, 2002 - 2005","Futures, Financial Market, and Financial System and Market in Mainland China",金融管理、總體經濟、證券及期貨、大陸金融,,0,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,0
122684,2021,PhD,,,1986,"1. Professor, National Chengchi University, 1999 - now                                                                                                                                           2. Associate Professor, National Chengchi University, 1991","Money and Banking, Financial Management, Investment, Macroeconomics, and Monetary Theory and Policy","Term Structure of Interest Rates, Investment Strategy, Bank Management, Financial Regulation",,0,0,0,0,1.0,1,0,1,0,1,1,1,1,1,1,1,1
122685,2021,PhD,,,1999,"1. Assistant Professor, Department of Accounting, National Chengchi University, 2000-present                                                                                                                                                               2. Assistant Professor, Department of Accounting, National Chung Cheng University, 1999-2000","Intermediate Accounting, R","Financial Accounting, Intermediate Accounting, Financial Statement Analysis, Financial Accounting Research Methodology, Executive Compensation, Financial Reporting and Regulation in Capital Markets",,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
122725,2021,PhD,,,1995,"1.Chair Professor, National Chengchi University, Department of Finance, August 2018-now 
2. Alumni Chair Professor, National Chengchi University, Department of Finance, August 2017-now 
3. Distinguished Professor, National Taiwan University, Department of Finance, August 2007- July 2017
4. Professor/ Head, National Taiwan University, Department of Finance, August 2006- July 2008
5. Professor, National Taiwan University, Department of Finance, August 2004- July 2007
6. Professor/ Head, Yuan Ze University, Department of Finance, February 2002- July 2004
7. Associate Professor/Head, Yuan Ze University, Department of Finance, August 2001- January 2002
8. Associate Professor,Yuan Ze University, Department of Finance, August 1998- January 2002 
9. Lecturer, Nanyang Technological University, Department of Finance, June 1995-June 1998 
10. Visiting Assistant ProfessorRutgers University, Department of Finance, January 1995-June 1995",Investments,"Corporate Finance, Corporate Governance, and Investments",,0,0,1,0,0.0,0,1,1,0,0,0,1,0,0,0,0,0
122802,2021,PhD,,,2012,"Assistant Professor, National Chengchi University, Department of Management Information Systems, Feb/2017-present
Postdoctoral Research, IIS, Academia Sinica, Jul/12 –Jan/17","Computer Networks, Information Security, Blockchain, Data Analysis","Information Security, Blockchain",,0,0,1,0,1.0,0,0,1,1,0,1,1,0,0,0,0,0
122813,2021,PhD,,,2013,"Professional Experience:
1.王品集團12年 (歷任大陸分公司董事、上市公司登記發言人、總經理)
2.奧美集團12年 (歷任業務企劃總監、媒體經理)
Teaching Experience:
1.台北大學EMBA（大數據品牌行銷）
2.中原大學企管系（品牌管理）
3.淡江大學大眾傳播系（廣告媒體企劃）","Big Data and Predictive Marketing
Big Data Branding and Marketing
Multiple Brands Positioning
Brand Management Practice and Application
Brand and CSR","Branding 
Marketing
Data Science
CSR/ESG",,0,1,0,0,1.0,1,0,1,1,1,1,1,1,1,1,1,0
122815,2021,PhD,,,2008,"1. Associate Professor, Department of International Business, Shih Chien University, 2015-now
2. Deputy Executive officer, Office for Teaching Excellence Project, Shih Chien University, 2016/8-2018/1
3. Director, Center for Teaching and Learning Development, Shih Chien University, 2014/8-2018/1
4. Assistant Professor, Department of International Business, Shih Chien University, 2013-2015       
5. Assistant Professor, Department of Finance, China University of Technology, 2010-2013
6. Assistant Professor, Department of International Business, China University of Technology, 2008-2010","Financial Management, Computer Software Application in Finance","Corporate Finance, Financial Management",,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
122817,2021,PhD,,,1991,"1. Founder and CEO, Makers178 (2015~),
2. Director,  Financial Engineering Association of Taiwan (2019~)
3. Adjunct Assistant Professor, Department of Quantitative Finance, National Tsing Hua Uiversity,(2017~),
4. Adjunct Assistant Professor, Department of Finance, National Central Uiversity,(2018~),
5. Assistant Vice President of E-business at Taishin Financial Holding Co. (2000-2004),
6. Business Manager of British Telecom, (1998-2000),","1. Financial Database on Cloud Centers,
2. Big Data Analytics on Financial Markets,
3. Intelligent Robo-Advisors on Personal Wealth Management,
4. Business Strategy, New Business Development, 
5. Startups & Team Leadership","1. Financial Database on Cloud Centers,
2. Big Data Analytics on Financial Markets,
3. Intelligent Robo-Advisors on Personal Wealth Management,",,0,0,0,0,1.0,0,1,1,1,0,1,1,1,1,1,0,1
123155,2021,ABD,,,2002,Adjunct Lecturer of NCCU,Marketing Management Related,Marketing Management,,0,0,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0
123164,2021,PhD,,,2016,"Visiting Research Fellow, School of Accounting and Finance, The Hong Kong Polytechnic University","Marketing Theory, Marketing Management, Branding Strategy, Services Marketing","Marketing Theory, Marketing Management, Branding Strategy, Services Marketing",,0,1,0,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
123260,2021,PhD,,,2017,"08/2017-07/2018 Assistant Professor, Dept. of Information Management, National Sun Yat-sen University
2015-2017 Adjunct Faculty, University of Pittsburgh
2007-2017 Research Assistant, University of Pittsburgh
2008-2009 Instructor, Dept. of Asian Languages, University of Pittsburgh
2006-2007 Software Engineer, New Taipei City Government, Taiwan","Human-automation collaboration, Human-robot interaction, Technology Acceptance across Cultures, Human Factors in Systems, User Experience","Human-automation collaboration, Human-robot interaction, Technology Acceptance across Cultures, Human Factors in Systems, User Experience",,0,0,1,0,1.0,0,0,1,0,0,1,1,0,0,0,0,0
123305,2021,Master,,,1988,"Associate Professor, Department of Accounting, National Chengchi University, 2017-present",Taxation and Laws,Taxation and Laws,,0,0,0,0,1.0,1,0,0,1,0,1,1,1,1,1,1,1
123855,2021,PhD,,,1987,"Professor, National Cheng-chi University, 1991-now 
政大研究發展處研發長, 2014.09-2015.07
政大研究發展處副研發長, 2012.09-2014.08                      
政大創新育成中心主任(一級行政), 2013.08-2015.07
Chairman, Department of Management Information Systems, National Chengchi University ,1993-1996 
Director, Computer Center, National Chengchi University,1989-1993
Consultant / Operator, Computer Center, University of Texas, Dallas,1984-1985","Information Management, Electronic Commerce, Innovation Management, Intelligent Systems, Social Capitals.","Information Management, Electronic Commerce, Innovation Management, Intelligent Systems, Social Capitals.",,0,0,1,0,1.0,0,1,1,0,0,1,1,0,0,0,0,0
123991,2021,PhD,,,2017,Instructor for undergraduate capstone course Strategic Management at Purdue University,Strategic Management;  Management,Collaborative   Strategy;  Contractual Governance;  Franchising,,0,1,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
124027,2021,PhD,,,2012,"Associate Professor, Department of Accounting, National Chengchi University, 2018-present",Financial Accounting,Financial Accounting,,0,0,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
124028,2021,PhD,,,2014,"Assistant Professor, Department of Financial Engineering and Actuarial Mathematics, Shoochow University (2014.8 ~)","Social Insurance, Pension Economics, Actuarial Mathematics, Risk Management","Social Insurance, Pension Economic, Risk Management, Financial Gerontology",,1,0,0,0,1.0,0,0,1,1,0,1,1,0,0,0,0,0
124035,2021,PhD,,,1996,"1. Professor, Department of Accounting, National Chengchi University, 2001-present                                                            2. Associate Professor, Department of Accounting, National Chengchi University, 1986-2001                                                  3. Lecturer, Department of Accounting, National Chengchi University, 1982-1986","Fundamental Accounting, Tax Accounting, Studies on Taxation","Financial Accounting, Tax Accounting, Non-Profit Organization Accounting,
Cost and Management Accounting, Tax Regulation",,0,0,0,0,1.0,0,0,0,1,1,1,1,0,0,0,0,0
124088,2021,Master,,,2001,"Professor, Department of Accounting, National Chengchi University, 2018~present",Government financial report,Government financial report,,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0
124407,2021,PhD,,,2018,"Assistant Professor, Department of Accounting, NCCU,  2018.08 ~ Up to today",Tax、Financial report、Corporate finance,Tax、Financial report、Corporate finance,,0,0,1,0,0.0,0,0,1,0,0,1,1,0,0,0,0,0
